cpy 67
jlti 98
jmp 38
_ 0
jeq 32
r5 5
ret 41
r3 3
ram 8
in 7
and 2
xor 5
r4 4
add 0
jeqi 96
addi 64
r0 0
jlei 99
jlt 34
jne 33
jgt 36
out 7
cal 40
or 3
stk 9
subi 65
jgti 100
xori 69
r2 2
jge 37
jle 35
jnei 97
not 4
imm 195
sub 1
shl 6
ram_addr 5
r1 1
jgei 101
shr 7
io 7
